id,city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,rent_amount,property_tax,fire_insurance,total
347,1,260,4,5,2,1,acept,furnished,8000.00,417.00,102.00,11120.00
348,1,66,2,1,0,7,acept,not furnished,1650.00,0.00,21.00,2027.00
349,1,92,2,1,1,12,not acept,not furnished,2930.00,448.00,38.00,6166.00
350,1,92,3,3,1,3,acept,furnished,4250.00,21.00,54.00,5075.00
351,1,155,3,4,2,14,acept,not furnished,13100.00,409.00,166.00,15080.00
352,1,30,1,1,0,1,not acept,not furnished,900.00,0.00,12.00,912.00
353,1,27,1,1,0,5,not acept,not furnished,3500.00,1.00,45.00,4951.00
354,1,175,4,3,2,0,acept,not furnished,3200.00,380.00,49.00,3629.00
355,1,326,3,4,4,12,acept,not furnished,6500.00,1605.00,83.00,11000.00
356,1,236,4,5,4,7,acept,not furnished,10000.00,1834.00,127.00,15460.00
357,0,119,3,1,1,5,acept,not furnished,1200.00,100.00,16.00,2242.00
358,1,23,1,1,0,23,acept,not furnished,2050.00,40.00,26.00,2499.00
359,1,260,2,4,4,19,not acept,not furnished,8000.00,667.00,102.00,10770.00
360,1,400,3,3,2,0,not acept,not furnished,12000.00,0.00,181.00,12180.00
361,1,87,1,1,2,14,acept,furnished,7900.00,150.00,101.00,9021.00
362,1,65,2,1,1,0,acept,not furnished,1800.00,0.00,28.00,1828.00
363,1,210,3,4,4,11,acept,furnished,15000.00,1000.00,191.00,18190.00
364,1,250,3,4,2,0,acept,not furnished,4200.00,192.00,64.00,4456.00
365,1,155,3,2,3,4,acept,furnished,11700.00,667.00,149.00,15120.00
366,0,300,4,3,5,0,acept,not furnished,4100.00,20.00,62.00,4182.00
367,0,70,3,2,2,4,acept,not furnished,1800.00,78.00,23.00,2401.00
368,1,68,1,2,1,11,acept,not furnished,4500.00,100.00,58.00,5858.00
369,0,220,3,5,3,4,not acept,furnished,7900.00,417.00,101.00,10420.00
370,0,91,3,2,2,12,acept,not furnished,2250.00,175.00,29.00,3154.00
371,0,230,4,4,8,0,acept,not furnished,5100.00,320.00,77.00,5497.00
372,0,48,2,1,0,4,acept,not furnished,950.00,45.00,13.00,1296.00
373,1,90,2,2,2,15,not acept,furnished,10000.00,0.00,127.00,11530.00
374,1,60,1,1,1,15,acept,furnished,5500.00,200.00,70.00,6770.00
375,1,450,4,4,3,14,acept,not furnished,15000.00,0.00,191.00,20690.00
376,1,16,1,1,0,1,not acept,not furnished,850.00,35.00,11.00,896.00
377,1,100,3,2,1,8,acept,not furnished,1400.00,291.00,18.00,2809.00
378,1,300,3,3,3,0,acept,not furnished,3400.00,417.00,52.00,3870.00
379,1,151,3,4,3,14,not acept,furnished,6800.00,475.00,87.00,9062.00
380,1,150,3,4,3,12,acept,furnished,7608.00,730.00,97.00,10530.00
381,1,57,2,1,1,7,acept,not furnished,1500.00,67.00,20.00,2157.00
382,1,30,1,1,1,4,not acept,furnished,1200.00,144.00,16.00,3147.00
383,0,53,1,1,1,8,acept,furnished,3110.00,85.00,40.00,4585.00
384,1,270,3,4,3,0,acept,not furnished,6800.00,417.00,103.00,7320.00
385,1,78,2,2,2,8,acept,furnished,5800.00,334.00,74.00,7608.00
386,1,20,1,1,0,1,not acept,furnished,3142.00,67.00,40.00,3399.00
387,1,140,5,2,1,1,acept,furnished,3999.00,200.00,51.00,4250.00
388,1,155,3,3,2,2,acept,furnished,12000.00,700.00,153.00,15150.00
389,1,118,3,2,4,1,acept,not furnished,2250.00,334.00,29.00,3463.00
390,0,235,4,4,3,13,acept,not furnished,5500.00,541.00,70.00,9561.00
391,1,400,4,4,4,9,acept,not furnished,9000.00,1125.00,115.00,14940.00
392,1,80,2,2,1,6,not acept,not furnished,3500.00,117.00,45.00,4677.00
393,1,50,1,1,0,2,not acept,furnished,3100.00,85.00,12.00,3907.00
394,0,55,2,2,1,9,acept,not furnished,2500.00,86.00,32.00,2955.00
395,1,400,4,4,4,0,acept,not furnished,8500.00,1250.00,128.00,9878.00
396,1,63,3,2,0,18,acept,not furnished,1800.00,0.00,23.00,2373.00
397,1,325,4,3,2,3,acept,not furnished,8500.00,1111.00,108.00,14220.00
398,1,200,3,3,2,7,not acept,furnished,6000.00,125.00,77.00,8702.00
399,1,58,2,2,1,5,acept,furnished,5000.00,192.00,64.00,6046.00
400,1,180,3,2,3,0,acept,not furnished,4600.00,3600.00,70.00,8270.00
401,1,159,3,2,0,5,acept,not furnished,4507.00,444.00,19.00,6744.00
402,1,420,4,3,4,0,acept,not furnished,15000.00,1250.00,226.00,16480.00
403,1,88,3,1,2,5,acept,not furnished,1500.00,35.00,20.00,2240.00
404,0,70,3,1,1,6,acept,not furnished,1135.00,0.00,5.00,1689.00
405,1,246,4,5,4,12,not acept,not furnished,10000.00,750.00,127.00,13080.00
406,1,53,2,1,1,1,acept,not furnished,1250.00,0.00,16.00,1816.00
407,1,22,1,1,1,19,not acept,not furnished,2200.00,0.00,28.00,2728.00
408,1,80,1,1,0,0,acept,not furnished,1700.00,60.00,26.00,1786.00
409,1,30,1,1,1,11,acept,furnished,2570.00,Incluso,8.00,3078.00
410,0,157,3,5,3,1,acept,not furnished,7000.00,442.00,89.00,9831.00
411,1,450,3,3,8,0,acept,furnished,5015.00,400.00,76.00,5491.00
412,1,90,3,2,0,0,acept,not furnished,2572.00,53.00,8.00,2928.00
413,1,88,2,1,0,7,not acept,not furnished,1800.00,0.00,23.00,2623.00
414,0,46,1,1,0,5,acept,furnished,1950.00,0.00,25.00,3275.00
415,1,189,4,2,2,4,acept,not furnished,8000.00,559.00,102.00,10630.00
416,1,49,2,1,1,10,not acept,not furnished,1250.00,0.00,16.00,1661.00
417,1,180,3,2,2,2,acept,not furnished,7000.00,1200.00,89.00,10790.00
418,1,128,3,3,2,1,acept,not furnished,7000.00,500.00,89.00,8679.00
419,1,60,2,2,0,0,acept,not furnished,1300.00,170.00,10.00,1998.00
420,1,74,3,2,1,7,acept,not furnished,1710.00,48.00,22.00,2762.00
421,1,80,1,1,1,10,acept,not furnished,2500.00,180.00,32.00,4512.00
422,1,150,3,2,1,0,acept,not furnished,2500.00,0.00,38.00,2538.00
423,1,70,3,2,1,3,acept,not furnished,1900.00,182.00,25.00,2906.00
424,1,113,3,2,2,2,acept,not furnished,4800.00,250.00,61.00,6411.00
425,0,50,1,1,0,0,acept,not furnished,880.00,0.00,14.00,894.00
426,1,300,4,2,2,1,acept,furnished,6500.00,1091.00,83.00,10670.00
427,1,140,2,3,1,3,acept,furnished,5000.00,250.00,64.00,6620.00
428,1,300,4,5,1,8,acept,furnished,8550.00,400.00,109.00,12760.00
429,1,350,5,4,8,0,not acept,not furnished,9000.00,762.00,136.00,9898.00
430,1,78,2,1,1,0,acept,not furnished,1700.00,82.00,26.00,1808.00
431,0,110,2,2,0,18,acept,furnished,4200.00,218.00,54.00,5432.00
432,1,423,4,5,7,28,acept,not furnished,14000.00,2647.00,178.00,22610.00
433,1,110,1,1,0,20,acept,not furnished,3182.00,0.00,14.00,4119.00
434,1,136,2,4,2,7,acept,not furnished,4800.00,242.00,61.00,6643.00
435,1,56,2,1,1,3,acept,not furnished,1700.00,72.00,22.00,2885.00
436,1,20,1,1,0,3,acept,furnished,2800.00,68.00,36.00,3306.00
437,1,115,3,2,2,8,acept,not furnished,2900.00,400.00,37.00,5237.00
438,1,140,2,2,1,3,not acept,not furnished,12500.00,279.00,159.00,14940.00
439,1,64,2,1,1,2,acept,not furnished,1400.00,11.00,18.00,1929.00
440,1,60,2,1,1,15,acept,furnished,2500.00,42.00,32.00,3564.00
441,1,132,3,2,1,11,acept,not furnished,2800.00,45.00,36.00,4358.00
442,1,210,4,3,3,11,acept,not furnished,4000.00,750.00,51.00,6051.00
443,1,300,4,4,3,0,acept,furnished,5080.00,284.00,77.00,5441.00
444,1,130,3,2,2,0,acept,not furnished,3300.00,108.00,50.00,3458.00
445,1,108,2,4,2,7,acept,not furnished,4430.00,522.00,57.00,6298.00
446,1,75,2,2,1,4,acept,not furnished,3005.00,203.00,10.00,4144.00
447,1,250,3,3,3,0,acept,not furnished,4500.00,150.00,68.00,4718.00
448,0,55,1,1,0,5,acept,not furnished,500.00,17.00,7.00,997.00
449,1,129,3,2,3,5,not acept,furnished,2950.00,450.00,38.00,4698.00
450,1,158,4,4,3,5,acept,not furnished,6600.00,375.00,84.00,9159.00
451,1,100,3,3,2,1,acept,not furnished,3248.00,384.00,42.00,4874.00
452,1,130,3,2,3,0,acept,furnished,7450.00,167.00,112.00,7729.00
453,1,25,1,1,0,0,acept,not furnished,1200.00,25.00,19.00,1264.00
454,1,240,3,2,3,0,acept,not furnished,9265.00,525.00,140.00,9930.00
455,1,196,3,4,2,1,not acept,not furnished,3300.00,559.00,42.00,6101.00
456,1,39,1,1,1,5,acept,not furnished,3300.00,157.00,42.00,3959.00
457,0,46,2,1,1,3,acept,not furnished,970.00,42.00,13.00,1275.00
458,1,120,3,2,0,1,acept,not furnished,2500.00,84.00,38.00,2622.00
459,1,270,2,2,3,17,acept,not furnished,8650.00,0.00,110.00,10960.00
460,1,700,4,10,0,0,acept,not furnished,15000.00,8750.00,226.00,23980.00
461,0,462,4,7,4,0,acept,not furnished,5000.00,590.00,76.00,5666.00
462,1,35,1,1,1,9,acept,furnished,3150.00,0.00,23.00,3648.00
463,1,90,3,3,2,12,not acept,not furnished,3500.00,0.00,45.00,4442.00
464,1,98,3,2,2,1,acept,not furnished,1760.00,383.00,23.00,3566.00
465,1,159,2,2,1,8,acept,furnished,4200.00,251.00,54.00,5741.00
466,1,115,3,5,2,10,acept,not furnished,7000.00,495.00,89.00,9414.00
467,1,400,3,3,1,3,acept,not furnished,11000.00,142.00,140.00,14280.00
468,0,60,2,1,1,9,not acept,not furnished,1317.00,25.00,17.00,1857.00
469,1,220,3,4,3,11,acept,furnished,8000.00,1000.00,102.00,12400.00
470,1,67,2,1,1,4,acept,not furnished,2099.00,250.00,27.00,3876.00
471,1,165,3,4,3,7,acept,not furnished,4500.00,573.00,58.00,6831.00
472,1,100,2,4,0,1,acept,not furnished,3000.00,0.00,39.00,3039.00
473,1,55,1,2,1,2,acept,not furnished,2576.00,230.00,10.00,4133.00
474,0,35,1,1,1,2,acept,not furnished,600.00,92.00,8.00,954.00
475,1,51,1,1,1,10,acept,furnished,3700.00,0.00,47.00,4377.00
476,1,73,2,2,1,13,acept,not furnished,1250.00,150.00,16.00,2116.00
477,1,320,5,5,4,4,acept,not furnished,5500.00,1500.00,70.00,12870.00
478,1,35,1,1,1,7,acept,not furnished,2300.00,100.00,30.00,2810.00
479,1,46,1,1,0,3,acept,not furnished,1600.00,0.00,21.00,1721.00
480,0,350,4,3,4,0,not acept,not furnished,6000.00,500.00,91.00,7091.00
481,1,340,4,4,3,2,acept,not furnished,14000.00,834.00,178.00,15010.00
482,1,28,1,1,1,4,not acept,furnished,1899.00,198.00,5.00,3692.00
483,1,125,3,2,2,0,acept,furnished,3000.00,150.00,46.00,3196.00
484,1,44,1,1,1,3,acept,not furnished,3450.00,0.00,13.00,4023.00
485,1,95,2,1,1,15,acept,not furnished,3000.00,67.00,39.00,4006.00
486,1,310,3,4,3,8,acept,not furnished,4500.00,900.00,58.00,7858.00
487,1,48,2,1,0,3,acept,not furnished,1350.00,0.00,18.00,1468.00
488,1,30,4,4,2,0,acept,furnished,5000.00,4247.00,76.00,9323.00
489,0,46,1,1,1,10,acept,not furnished,580.00,43.00,8.00,1181.00
490,1,141,3,2,2,4,acept,not furnished,7400.00,0.00,94.00,9144.00
491,1,58,1,1,1,17,acept,not furnished,1600.00,89.00,21.00,2320.00
492,1,48,2,1,0,0,acept,not furnished,1350.00,0.00,18.00,1468.00
493,1,560,5,5,6,0,acept,not furnished,15000.00,1917.00,226.00,17140.00
494,1,98,3,2,1,9,acept,not furnished,5500.00,200.00,70.00,7120.00
495,1,340,3,4,4,2,not acept,not furnished,12500.00,3084.00,159.00,22740.00
496,1,224,4,4,3,2,acept,furnished,9350.00,917.00,119.00,13290.00
497,0,50,1,1,1,3,acept,not furnished,800.00,320.00,11.00,1523.00
498,1,250,3,4,3,8,acept,not furnished,7000.00,1167.00,89.00,10960.00
499,1,100,2,2,1,6,acept,not furnished,4000.00,240.00,51.00,5341.00
500,1,600,3,3,4,0,acept,not furnished,6800.00,966.00,103.00,7869.00
501,0,114,3,2,1,4,acept,not furnished,1400.00,176.00,18.00,2561.00
502,0,67,2,1,1,2,acept,not furnished,1230.00,42.00,16.00,1788.00
503,1,160,4,3,2,9,acept,furnished,10330.00,286.00,131.00,13550.00
504,1,130,2,2,1,17,acept,not furnished,5600.00,75.00,71.00,6739.00
505,1,114,1,1,1,6,acept,not furnished,2800.00,208.00,36.00,4031.00
506,1,52,2,1,1,4,acept,not furnished,1450.00,0.00,19.00,1469.00
507,1,31,1,1,0,6,acept,furnished,2300.00,0.00,30.00,2760.00
508,1,78,2,1,1,1,acept,not furnished,2500.00,0.00,32.00,2942.00
509,1,60,2,2,1,3,acept,furnished,5700.00,212.00,73.00,6885.00
510,1,40,1,1,0,5,acept,not furnished,2390.00,0.00,31.00,2999.00
511,1,145,4,4,3,14,acept,not furnished,4500.00,584.00,58.00,6805.00
512,1,127,2,3,2,2,acept,not furnished,6900.00,500.00,88.00,9398.00
513,1,330,4,5,4,13,acept,not furnished,10000.00,1119.00,127.00,14120.00
514,0,180,4,3,1,11,not acept,not furnished,1800.00,252.00,23.00,3575.00
515,1,120,4,3,2,13,acept,furnished,3500.00,209.00,45.00,5004.00
516,1,40,1,1,1,10,not acept,furnished,2200.00,223.00,28.00,4551.00
517,1,160,4,4,2,0,acept,not furnished,2400.00,0.00,37.00,2437.00
518,0,130,3,2,2,4,acept,furnished,2800.00,184.00,36.00,4170.00
519,1,80,2,1,1,2,acept,not furnished,2950.00,195.00,38.00,4440.00
520,1,112,3,4,3,9,acept,not furnished,2800.00,413.00,36.00,4729.00
521,1,30,1,1,1,10,not acept,not furnished,1500.00,0.00,20.00,2406.00
522,1,184,4,3,3,2,acept,furnished,4500.00,750.00,58.00,6508.00
523,1,56,2,1,1,11,acept,furnished,2500.00,0.00,32.00,3062.00
524,1,40,1,1,1,6,not acept,furnished,3000.00,248.00,39.00,4587.00
525,1,65,2,2,1,7,acept,not furnished,1800.00,25.00,23.00,2478.00
526,1,146,3,2,2,14,acept,furnished,3500.00,600.00,45.00,5545.00
527,0,60,2,1,1,3,acept,not furnished,1299.00,84.00,17.00,1600.00
528,1,170,3,2,2,4,acept,furnished,9000.00,900.00,115.00,11990.00
529,1,240,4,4,4,8,acept,furnished,2890.00,1398.00,37.00,7358.00
530,1,200,4,2,2,0,acept,furnished,6500.00,500.00,98.00,7098.00
531,1,69,2,1,1,3,acept,not furnished,1550.00,70.00,20.00,2110.00
532,1,224,3,4,2,9,acept,not furnished,6000.00,679.00,77.00,10060.00
533,1,109,3,2,2,20,acept,furnished,4500.00,417.00,58.00,6175.00
534,1,50,2,1,2,9,not acept,not furnished,2300.00,93.00,30.00,3063.00
535,0,59,2,1,1,5,acept,not furnished,1290.00,47.00,17.00,1784.00
536,1,162,2,3,3,3,not acept,furnished,15000.00,959.00,191.00,18350.00
537,0,93,3,2,1,7,acept,not furnished,1100.00,63.00,14.00,1854.00
538,1,580,6,6,6,0,acept,not furnished,6960.00,2084.00,105.00,9149.00
539,1,216,3,4,2,10,acept,not furnished,5500.00,870.00,70.00,9840.00
540,1,90,2,1,0,9,not acept,not furnished,3850.00,130.00,49.00,5229.00
541,1,200,3,3,2,7,acept,not furnished,7225.00,642.00,92.00,12160.00
542,0,55,1,1,0,4,acept,not furnished,750.00,37.00,10.00,1287.00
543,1,40,1,1,1,3,not acept,not furnished,2300.00,109.00,30.00,2991.00
544,1,87,3,3,2,12,not acept,furnished,3500.00,253.00,45.00,4728.00
545,1,60,2,1,0,0,acept,not furnished,1600.00,25.00,25.00,1650.00
546,1,70,3,2,1,7,acept,not furnished,1825.00,0.00,24.00,2469.00
547,1,243,2,3,2,0,acept,not furnished,4619.00,559.00,70.00,5248.00
548,1,78,1,1,2,8,not acept,furnished,6000.00,317.00,77.00,8374.00
549,1,103,2,1,0,0,acept,not furnished,1300.00,80.00,20.00,1400.00
550,1,72,3,2,1,3,not acept,not furnished,1750.00,3.00,23.00,2566.00
551,1,95,1,2,2,15,acept,not furnished,8000.00,566.00,102.00,10530.00
552,1,135,3,2,2,9,acept,not furnished,4200.00,543.00,54.00,6633.00
553,1,310,5,4,5,3,acept,not furnished,3200.00,2506.00,41.00,10110.00
554,1,68,2,2,1,18,not acept,furnished,2565.00,59.00,33.00,3157.00
555,1,360,4,5,4,12,acept,not furnished,6593.00,1830.00,84.00,12860.00
556,1,420,4,4,4,9,acept,not furnished,15000.00,3334.00,191.00,24530.00
557,1,266,3,5,1,15,acept,furnished,4320.00,391.00,55.00,6841.00
558,1,172,3,4,3,5,acept,furnished,7800.00,890.00,99.00,10440.00
559,1,240,3,5,4,0,acept,not furnished,7500.00,459.00,113.00,8072.00
560,0,108,1,3,2,9,acept,not furnished,4500.00,0.00,58.00,5538.00
561,1,50,1,1,0,12,acept,furnished,1800.00,0.00,23.00,2324.00
562,1,180,3,3,2,1,acept,not furnished,4400.00,775.00,56.00,8746.00
563,0,380,4,6,3,0,acept,not furnished,4000.00,455.00,61.00,4516.00
564,1,125,3,4,0,2,not acept,not furnished,2500.00,495.00,32.00,4578.00
565,1,50,2,2,1,12,acept,not furnished,1395.00,0.00,6.00,1986.00
566,1,382,3,4,2,11,acept,not furnished,14000.00,1410.00,178.00,20120.00
567,1,51,1,1,0,9,acept,not furnished,1700.00,84.00,22.00,2173.00
568,1,128,2,2,0,9,acept,not furnished,2700.00,0.00,35.00,3693.00
569,0,51,1,1,0,3,acept,not furnished,820.00,15.00,11.00,1332.00
570,0,45,1,1,0,11,not acept,furnished,500.00,10.00,7.00,887.00
571,1,300,4,5,4,0,acept,furnished,14000.00,1167.00,211.00,15380.00
572,1,180,3,1,0,0,acept,not furnished,2500.00,334.00,38.00,2872.00
573,1,120,3,2,1,17,acept,not furnished,2000.00,230.00,26.00,3506.00
574,1,87,3,2,0,6,acept,not furnished,2000.00,231.00,26.00,3541.00
575,1,116,2,2,2,8,not acept,furnished,8000.00,250.00,102.00,9567.00
576,1,200,4,2,1,5,acept,not furnished,5000.00,328.00,64.00,7507.00
577,1,556,6,7,4,0,acept,not furnished,7500.00,1084.00,113.00,8697.00
578,0,62,2,2,2,5,acept,not furnished,3000.00,14.00,39.00,3853.00
579,1,63,2,2,1,19,acept,furnished,11000.00,133.00,140.00,12270.00
580,1,96,3,1,1,5,acept,furnished,3550.00,140.00,45.00,4907.00
581,1,61,2,2,1,1,acept,not furnished,2000.00,130.00,26.00,3041.00
582,1,266,4,5,4,7,acept,not furnished,10900.00,1167.00,139.00,15110.00
583,0,48,1,1,0,4,not acept,furnished,1500.00,42.00,20.00,2052.00
584,1,33,2,1,0,12,acept,furnished,2850.00,0.00,37.00,3237.00
585,1,150,2,2,3,2,not acept,furnished,8000.00,570.00,102.00,12760.00
586,1,175,3,2,2,0,not acept,not furnished,3900.00,264.00,59.00,4223.00
587,1,108,3,4,0,4,acept,not furnished,3500.00,324.00,45.00,4649.00
588,1,100,4,5,4,1,acept,not furnished,3250.00,1417.00,42.00,8509.00
589,1,81,1,1,1,8,acept,not furnished,1150.00,67.00,16.00,1833.00
590,1,29,1,1,0,5,acept,not furnished,1043.00,0.00,14.00,1314.00
591,1,60,2,2,1,13,acept,not furnished,1700.00,128.00,22.00,2544.00
592,1,70,2,1,1,19,acept,not furnished,1700.00,155.00,22.00,2397.00
593,1,130,2,2,0,6,acept,not furnished,3974.00,71.00,51.00,5439.00
594,1,83,3,2,2,25,acept,furnished,2600.00,159.00,33.00,3381.00
595,1,320,3,4,2,0,acept,furnished,5500.00,250.00,83.00,5833.00
596,0,87,3,2,1,4,acept,not furnished,640.00,200.00,9.00,1519.00
597,1,240,2,3,1,3,acept,furnished,6500.00,30.00,83.00,8913.00
598,1,108,3,3,2,0,acept,not furnished,2800.00,209.00,43.00,3052.00
599,1,160,3,2,1,5,acept,not furnished,7700.00,470.00,98.00,9983.00
600,1,178,3,4,4,18,acept,not furnished,10000.00,125.00,127.00,12900.00
601,1,116,3,2,3,11,acept,furnished,8000.00,604.00,102.00,9906.00
602,1,82,2,2,1,7,acept,not furnished,2341.00,0.00,9.00,3000.00
603,1,72,2,1,1,3,acept,not furnished,1300.00,100.00,17.00,2279.00
604,1,160,3,2,2,13,acept,not furnished,3900.00,221.00,50.00,5371.00
605,1,230,3,4,3,7,not acept,not furnished,8000.00,1167.00,102.00,12470.00
606,1,60,2,2,1,5,acept,furnished,2640.00,26.00,34.00,3331.00
607,1,50,1,1,0,11,acept,furnished,3698.00,7.00,47.00,4142.00
608,1,79,2,2,1,2,acept,furnished,2800.00,4.00,36.00,3518.00
609,0,94,3,1,1,6,acept,not furnished,2000.00,60.00,26.00,2651.00
610,1,200,3,3,6,0,acept,not furnished,6000.00,500.00,91.00,6591.00
611,1,60,2,2,1,10,acept,not furnished,3400.00,100.00,44.00,4294.00
612,1,98,3,2,2,3,acept,not furnished,2000.00,383.00,26.00,3809.00
613,0,75,2,1,1,2,acept,not furnished,1200.00,121.00,16.00,2007.00
614,1,190,3,3,2,11,acept,furnished,13500.00,620.00,172.00,16190.00
615,1,20,1,1,0,3,not acept,furnished,3142.00,67.00,40.00,3399.00
616,0,46,1,1,0,2,acept,not furnished,500.00,14.00,7.00,971.00
617,1,22,1,1,0,0,not acept,not furnished,1074.00,0.00,17.00,1091.00
618,1,49,1,1,0,1,acept,furnished,2600.00,66.00,33.00,3467.00
619,0,105,3,2,2,6,acept,not furnished,1620.00,165.00,21.00,3006.00
620,1,140,3,4,2,3,not acept,furnished,2450.00,475.00,32.00,4357.00
621,1,127,2,2,2,5,acept,not furnished,5500.00,361.00,70.00,7481.00
622,1,200,4,7,4,0,acept,furnished,8000.00,575.00,121.00,8696.00
623,1,100,3,2,2,1,acept,not furnished,1800.00,100.00,23.00,2523.00
624,1,200,2,2,2,0,acept,not furnished,3000.00,167.00,46.00,3214.00
625,1,300,4,6,6,17,acept,not furnished,15000.00,3400.00,191.00,24890.00
626,1,25,1,1,0,0,acept,not furnished,1200.00,25.00,19.00,1264.00
627,1,160,3,2,2,1,acept,not furnished,2900.00,400.00,37.00,4852.00
628,1,145,3,1,2,0,acept,furnished,7200.00,238.00,109.00,7637.00
629,0,62,1,1,1,5,not acept,not furnished,1250.00,38.00,16.00,2004.00
630,0,50,1,1,1,16,acept,not furnished,991.00,36.00,13.00,1472.00
631,0,74,3,1,1,4,acept,not furnished,900.00,40.00,12.00,1426.00
632,1,190,3,3,2,0,acept,not furnished,6800.00,392.00,103.00,7295.00
633,0,326,3,3,4,0,acept,not furnished,4200.00,523.00,64.00,5657.00
634,1,240,4,4,4,22,acept,not furnished,6672.00,417.00,85.00,9154.00
635,1,40,1,1,0,18,not acept,furnished,2600.00,0.00,33.00,2633.00
636,1,42,1,1,1,4,not acept,not furnished,2350.00,151.00,30.00,3731.00
637,1,90,2,1,0,1,acept,not furnished,2000.00,280.00,26.00,2306.00
638,1,84,1,2,0,1,acept,furnished,6000.00,250.00,77.00,7177.00
639,1,70,2,1,1,7,acept,not furnished,1300.00,48.00,17.00,1865.00
640,1,110,3,2,2,11,acept,not furnished,3500.00,205.00,45.00,4929.00
641,1,110,3,2,3,11,acept,not furnished,2700.00,334.00,35.00,4219.00
642,1,90,2,2,1,6,acept,furnished,6500.00,89.00,83.00,7572.00
643,0,308,3,3,4,0,acept,not furnished,4700.00,673.00,71.00,5444.00
644,1,61,2,2,1,13,acept,not furnished,4000.00,134.00,51.00,4949.00
645,0,400,5,7,4,5,acept,not furnished,7900.00,888.00,101.00,12090.00
646,1,320,3,3,2,10,acept,not furnished,8330.00,584.00,106.00,11220.00
647,1,50,1,1,1,2,acept,not furnished,2350.00,24.00,30.00,3054.00
648,1,80,1,1,1,5,acept,furnished,7200.00,0.00,92.00,7293.00
649,1,44,1,1,0,13,not acept,furnished,1900.00,104.00,25.00,2479.00
650,1,130,5,2,0,2,acept,not furnished,3000.00,37.00,39.00,3076.00
651,1,400,5,6,0,0,acept,not furnished,5200.00,0.00,79.00,5279.00
652,1,130,2,1,1,9,acept,not furnished,3850.00,160.00,49.00,5218.00
653,1,96,3,3,1,11,acept,not furnished,2450.00,125.00,32.00,3507.00
654,1,57,2,2,2,12,acept,not furnished,2800.00,209.00,36.00,4295.00
655,1,240,3,3,2,0,acept,furnished,4350.00,385.00,66.00,4801.00
656,1,30,1,1,1,6,acept,not furnished,2001.00,125.00,26.00,4052.00
657,1,20,1,1,0,2,acept,furnished,1800.00,130.00,23.00,2555.00
658,1,45,2,1,0,2,acept,not furnished,900.00,42.00,12.00,1014.00
659,1,250,4,5,2,17,acept,furnished,12750.00,873.00,162.00,15790.00
660,1,240,4,5,5,5,acept,not furnished,7000.00,100.00,89.00,9489.00
661,1,22,1,1,0,25,acept,not furnished,2100.00,40.00,27.00,2552.00
662,1,240,3,4,3,2,acept,not furnished,4150.00,1417.00,53.00,8020.00
663,1,206,4,4,3,10,acept,not furnished,12000.00,917.00,153.00,14960.00
664,1,96,3,3,1,11,acept,not furnished,2450.00,125.00,32.00,3507.00
665,1,156,3,4,2,2,acept,not furnished,2000.00,0.00,26.00,3826.00
666,1,400,3,3,3,0,not acept,not furnished,8300.00,816.00,125.00,9241.00
667,0,60,2,1,1,3,acept,not furnished,880.00,16.00,12.00,1253.00
668,0,37,1,1,0,4,not acept,furnished,761.00,0.00,10.00,1106.00
669,1,73,2,2,2,1,acept,not furnished,1200.00,84.00,16.00,2078.00
670,1,182,3,4,3,0,acept,not furnished,7000.00,459.00,106.00,7565.00
671,1,300,3,4,1,0,acept,not furnished,4500.00,542.00,68.00,5110.00
672,1,48,1,1,0,5,not acept,not furnished,1590.00,0.00,21.00,2061.00
673,1,850,4,4,8,0,acept,not furnished,12000.00,5834.00,181.00,18020.00
674,1,76,3,1,1,2,acept,not furnished,2250.00,170.00,29.00,2689.00
675,1,57,2,2,1,2,not acept,furnished,2300.00,50.00,30.00,2964.00
676,1,104,2,1,0,8,not acept,not furnished,3000.00,0.00,39.00,4339.00
677,1,65,3,3,2,9,acept,not furnished,2000.00,24.00,26.00,2777.00
678,1,64,2,1,0,6,acept,not furnished,2050.00,75.00,26.00,3089.00
