"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02719V03286","Country","C02199V02655","Sex","C02542V03077","Origin or Destination","UNIT","VALUE"
"PEA18","Estimated Migration (Persons in April)","1989","1989","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1989","1989","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1989","1989","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1989","1989","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1989","1989","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1989","1989","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","GB1","United Kingdom (1)","-","Both sexes","01","Net migration","Thousand","-18.2"
"PEA18","Estimated Migration (Persons in April)","1990","1990","GB1","United Kingdom (1)","-","Both sexes","04","Emigrants: All destinations","Thousand","35.8"
"PEA18","Estimated Migration (Persons in April)","1990","1990","GB1","United Kingdom (1)","-","Both sexes","05","Immigrants: All origins","Thousand","17.6"
"PEA18","Estimated Migration (Persons in April)","1990","1990","GB1","United Kingdom (1)","1","Male","01","Net migration","Thousand","-8.8"
"PEA18","Estimated Migration (Persons in April)","1990","1990","GB1","United Kingdom (1)","1","Male","04","Emigrants: All destinations","Thousand","18.7"
"PEA18","Estimated Migration (Persons in April)","1990","1990","GB1","United Kingdom (1)","1","Male","05","Immigrants: All origins","Thousand","9.9"
"PEA18","Estimated Migration (Persons in April)","1990","1990","GB1","United Kingdom (1)","2","Female","01","Net migration","Thousand","-9.4"
"PEA18","Estimated Migration (Persons in April)","1990","1990","GB1","United Kingdom (1)","2","Female","04","Emigrants: All destinations","Thousand","17.1"
"PEA18","Estimated Migration (Persons in April)","1990","1990","GB1","United Kingdom (1)","2","Female","05","Immigrants: All origins","Thousand","7.7"
"PEA18","Estimated Migration (Persons in April)","1990","1990","US","United States","-","Both sexes","01","Net migration","Thousand","-3.8"
"PEA18","Estimated Migration (Persons in April)","1990","1990","US","United States","-","Both sexes","04","Emigrants: All destinations","Thousand","7.7"
"PEA18","Estimated Migration (Persons in April)","1990","1990","US","United States","-","Both sexes","05","Immigrants: All origins","Thousand","3.9"
"PEA18","Estimated Migration (Persons in April)","1990","1990","US","United States","1","Male","01","Net migration","Thousand","-2.1"
"PEA18","Estimated Migration (Persons in April)","1990","1990","US","United States","1","Male","04","Emigrants: All destinations","Thousand","4.1"
"PEA18","Estimated Migration (Persons in April)","1990","1990","US","United States","1","Male","05","Immigrants: All origins","Thousand","2"
"PEA18","Estimated Migration (Persons in April)","1990","1990","US","United States","2","Female","01","Net migration","Thousand","-1.7"
"PEA18","Estimated Migration (Persons in April)","1990","1990","US","United States","2","Female","04","Emigrants: All destinations","Thousand","3.6"
"PEA18","Estimated Migration (Persons in April)","1990","1990","US","United States","2","Female","05","Immigrants: All origins","Thousand","1.9"
"PEA18","Estimated Migration (Persons in April)","1990","1990","CA","Canada","-","Both sexes","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","CA","Canada","-","Both sexes","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","CA","Canada","-","Both sexes","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","CA","Canada","1","Male","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","CA","Canada","1","Male","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","CA","Canada","1","Male","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","CA","Canada","2","Female","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","CA","Canada","2","Female","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","CA","Canada","2","Female","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","AU","Australia","-","Both sexes","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","AU","Australia","-","Both sexes","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","AU","Australia","-","Both sexes","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","AU","Australia","1","Male","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","AU","Australia","1","Male","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","AU","Australia","1","Male","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","AU","Australia","2","Female","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","AU","Australia","2","Female","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","AU","Australia","2","Female","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","ZZWORX23","Other countries (23)","-","Both sexes","01","Net migration","Thousand","-0.7"
"PEA18","Estimated Migration (Persons in April)","1990","1990","ZZWORX23","Other countries (23)","-","Both sexes","04","Emigrants: All destinations","Thousand","7.6"
"PEA18","Estimated Migration (Persons in April)","1990","1990","ZZWORX23","Other countries (23)","-","Both sexes","05","Immigrants: All origins","Thousand","6.9"
"PEA18","Estimated Migration (Persons in April)","1990","1990","ZZWORX23","Other countries (23)","1","Male","01","Net migration","Thousand","0"
"PEA18","Estimated Migration (Persons in April)","1990","1990","ZZWORX23","Other countries (23)","1","Male","04","Emigrants: All destinations","Thousand","3.6"
"PEA18","Estimated Migration (Persons in April)","1990","1990","ZZWORX23","Other countries (23)","1","Male","05","Immigrants: All origins","Thousand","3.6"
"PEA18","Estimated Migration (Persons in April)","1990","1990","ZZWORX23","Other countries (23)","2","Female","01","Net migration","Thousand","0.7"
"PEA18","Estimated Migration (Persons in April)","1990","1990","ZZWORX23","Other countries (23)","2","Female","04","Emigrants: All destinations","Thousand","4"
"PEA18","Estimated Migration (Persons in April)","1990","1990","ZZWORX23","Other countries (23)","2","Female","05","Immigrants: All origins","Thousand","3.3"
"PEA18","Estimated Migration (Persons in April)","1990","1990","-","All countries","-","Both sexes","01","Net migration","Thousand","-22.9"
"PEA18","Estimated Migration (Persons in April)","1990","1990","-","All countries","-","Both sexes","04","Emigrants: All destinations","Thousand","56.3"
"PEA18","Estimated Migration (Persons in April)","1990","1990","-","All countries","-","Both sexes","05","Immigrants: All origins","Thousand","33.3"
"PEA18","Estimated Migration (Persons in April)","1990","1990","-","All countries","1","Male","01","Net migration","Thousand","-10.9"
"PEA18","Estimated Migration (Persons in April)","1990","1990","-","All countries","1","Male","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","-","All countries","1","Male","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","-","All countries","2","Female","01","Net migration","Thousand","-24.8"
"PEA18","Estimated Migration (Persons in April)","1990","1990","-","All countries","2","Female","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","-","All countries","2","Female","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","01","Net migration","Thousand","-0.1"
"PEA18","Estimated Migration (Persons in April)","1990","1990","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","04","Emigrants: All destinations","Thousand","5.1"
"PEA18","Estimated Migration (Persons in April)","1990","1990","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","05","Immigrants: All origins","Thousand","5"
"PEA18","Estimated Migration (Persons in April)","1990","1990","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","01","Net migration","Thousand","0"
"PEA18","Estimated Migration (Persons in April)","1990","1990","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","04","Emigrants: All destinations","Thousand","2.2"
"PEA18","Estimated Migration (Persons in April)","1990","1990","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","05","Immigrants: All origins","Thousand","2.2"
"PEA18","Estimated Migration (Persons in April)","1990","1990","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","01","Net migration","Thousand","-14.4"
"PEA18","Estimated Migration (Persons in April)","1990","1990","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","04","Emigrants: All destinations","Thousand","2.9"
"PEA18","Estimated Migration (Persons in April)","1990","1990","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","05","Immigrants: All origins","Thousand","2.7"
"PEA18","Estimated Migration (Persons in April)","1990","1990","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","01","Net migration","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","04","Emigrants: All destinations","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1990","1990","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","05","Immigrants: All origins","Thousand",""
"PEA18","Estimated Migration (Persons in April)","1991","1991","GB1","United Kingdom (1)","-","Both sexes","01","Net migration","Thousand","-4.3"
"PEA18","Estimated Migration (Persons in April)","1991","1991","GB1","United Kingdom (1)","-","Both sexes","04","Emigrants: All destinations","Thousand","23"
"PEA18","Estimated Migration (Persons in April)","1991","1991","GB1","United Kingdom (1)","-","Both sexes","05","Immigrants: All origins","Thousand","18.7"
"PEA18","Estimated Migration (Persons in April)","1991","1991","GB1","United Kingdom (1)","1","Male","01","Net migration","Thousand","-1.6"
"PEA18","Estimated Migration (Persons in April)","1991","1991","GB1","United Kingdom (1)","1","Male","04","Emigrants: All destinations","Thousand","12.2"
"PEA18","Estimated Migration (Persons in April)","1991","1991","GB1","United Kingdom (1)","1","Male","05","Immigrants: All origins","Thousand","10.6"
"PEA18","Estimated Migration (Persons in April)","1991","1991","GB1","United Kingdom (1)","2","Female","01","Net migration","Thousand","-2.7"
"PEA18","Estimated Migration (Persons in April)","1991","1991","GB1","United Kingdom (1)","2","Female","04","Emigrants: All destinations","Thousand","10.8"
