"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V03371","Single Year of Age","C02199V02655","Sex","UNIT","VALUE"
"PEA11","Population estimates from 1926","1936","1936","010","10 years","2","Female","Number","27358"
"PEA11","Population estimates from 1926","1936","1936","011","11 years","-","Both sexes","Number","55499"
"PEA11","Population estimates from 1926","1936","1936","011","11 years","1","Male","Number","28143"
"PEA11","Population estimates from 1926","1936","1936","011","11 years","2","Female","Number","27356"
"PEA11","Population estimates from 1926","1936","1936","012","12 years","-","Both sexes","Number","57179"
"PEA11","Population estimates from 1926","1936","1936","012","12 years","1","Male","Number","29109"
"PEA11","Population estimates from 1926","1936","1936","012","12 years","2","Female","Number","28070"
"PEA11","Population estimates from 1926","1936","1936","013","13 years","-","Both sexes","Number","57059"
"PEA11","Population estimates from 1926","1936","1936","013","13 years","1","Male","Number","28979"
"PEA11","Population estimates from 1926","1936","1936","013","13 years","2","Female","Number","28080"
"PEA11","Population estimates from 1926","1936","1936","014","14 years","-","Both sexes","Number","57493"
"PEA11","Population estimates from 1926","1936","1936","014","14 years","1","Male","Number","29294"
"PEA11","Population estimates from 1926","1936","1936","014","14 years","2","Female","Number","28199"
"PEA11","Population estimates from 1926","1936","1936","015","15 years","-","Both sexes","Number","57613"
"PEA11","Population estimates from 1926","1936","1936","015","15 years","1","Male","Number","29344"
"PEA11","Population estimates from 1926","1936","1936","015","15 years","2","Female","Number","28269"
"PEA11","Population estimates from 1926","1936","1936","016","16 years","-","Both sexes","Number","56864"
"PEA11","Population estimates from 1926","1936","1936","016","16 years","1","Male","Number","29011"
"PEA11","Population estimates from 1926","1936","1936","016","16 years","2","Female","Number","27853"
"PEA11","Population estimates from 1926","1936","1936","017","17 years","-","Both sexes","Number","52275"
"PEA11","Population estimates from 1926","1936","1936","017","17 years","1","Male","Number","26584"
"PEA11","Population estimates from 1926","1936","1936","017","17 years","2","Female","Number","25691"
"PEA11","Population estimates from 1926","1936","1936","018","18 years","-","Both sexes","Number","51180"
"PEA11","Population estimates from 1926","1936","1936","018","18 years","1","Male","Number","26549"
"PEA11","Population estimates from 1926","1936","1936","018","18 years","2","Female","Number","24631"
"PEA11","Population estimates from 1926","1936","1936","019","19 years","-","Both sexes","Number","50394"
"PEA11","Population estimates from 1926","1936","1936","019","19 years","1","Male","Number","26624"
"PEA11","Population estimates from 1926","1936","1936","019","19 years","2","Female","Number","23770"
"PEA11","Population estimates from 1926","1936","1936","020","20 years","-","Both sexes","Number","50212"
"PEA11","Population estimates from 1926","1936","1936","020","20 years","1","Male","Number","26562"
"PEA11","Population estimates from 1926","1936","1936","020","20 years","2","Female","Number","23650"
"PEA11","Population estimates from 1926","1936","1936","021","21 years","-","Both sexes","Number","52433"
"PEA11","Population estimates from 1926","1936","1936","021","21 years","1","Male","Number","27809"
"PEA11","Population estimates from 1926","1936","1936","021","21 years","2","Female","Number","24624"
"PEA11","Population estimates from 1926","1936","1936","022","22 years","-","Both sexes","Number","52654"
"PEA11","Population estimates from 1926","1936","1936","022","22 years","1","Male","Number","27700"
"PEA11","Population estimates from 1926","1936","1936","022","22 years","2","Female","Number","24954"
"PEA11","Population estimates from 1926","1936","1936","023","23 years","-","Both sexes","Number","49526"
"PEA11","Population estimates from 1926","1936","1936","023","23 years","1","Male","Number","26273"
"PEA11","Population estimates from 1926","1936","1936","023","23 years","2","Female","Number","23253"
"PEA11","Population estimates from 1926","1936","1936","024","24 years","-","Both sexes","Number","49688"
"PEA11","Population estimates from 1926","1936","1936","024","24 years","1","Male","Number","26336"
"PEA11","Population estimates from 1926","1936","1936","024","24 years","2","Female","Number","23352"
"PEA11","Population estimates from 1926","1936","1936","025","25 years","-","Both sexes","Number","46872"
"PEA11","Population estimates from 1926","1936","1936","025","25 years","1","Male","Number","24775"
"PEA11","Population estimates from 1926","1936","1936","025","25 years","2","Female","Number","22097"
"PEA11","Population estimates from 1926","1936","1936","026","26 years","-","Both sexes","Number","45819"
"PEA11","Population estimates from 1926","1936","1936","026","26 years","1","Male","Number","24246"
"PEA11","Population estimates from 1926","1936","1936","026","26 years","2","Female","Number","21573"
"PEA11","Population estimates from 1926","1936","1936","027","27 years","-","Both sexes","Number","42036"
"PEA11","Population estimates from 1926","1936","1936","027","27 years","1","Male","Number","22151"
"PEA11","Population estimates from 1926","1936","1936","027","27 years","2","Female","Number","19885"
"PEA11","Population estimates from 1926","1936","1936","028","28 years","-","Both sexes","Number","43590"
"PEA11","Population estimates from 1926","1936","1936","028","28 years","1","Male","Number","22260"
"PEA11","Population estimates from 1926","1936","1936","028","28 years","2","Female","Number","21330"
"PEA11","Population estimates from 1926","1936","1936","029","29 years","-","Both sexes","Number","38468"
"PEA11","Population estimates from 1926","1936","1936","029","29 years","1","Male","Number","19893"
"PEA11","Population estimates from 1926","1936","1936","029","29 years","2","Female","Number","18575"
"PEA11","Population estimates from 1926","1936","1936","030","30 years","-","Both sexes","Number","44368"
"PEA11","Population estimates from 1926","1936","1936","030","30 years","1","Male","Number","22324"
"PEA11","Population estimates from 1926","1936","1936","030","30 years","2","Female","Number","22044"
"PEA11","Population estimates from 1926","1936","1936","031","31 years","-","Both sexes","Number","31356"
"PEA11","Population estimates from 1926","1936","1936","031","31 years","1","Male","Number","16598"
"PEA11","Population estimates from 1926","1936","1936","031","31 years","2","Female","Number","14758"
"PEA11","Population estimates from 1926","1936","1936","032","32 years","-","Both sexes","Number","38131"
"PEA11","Population estimates from 1926","1936","1936","032","32 years","1","Male","Number","19535"
"PEA11","Population estimates from 1926","1936","1936","032","32 years","2","Female","Number","18596"
"PEA11","Population estimates from 1926","1936","1936","033","33 years","-","Both sexes","Number","33707"
"PEA11","Population estimates from 1926","1936","1936","033","33 years","1","Male","Number","17471"
"PEA11","Population estimates from 1926","1936","1936","033","33 years","2","Female","Number","16236"
"PEA11","Population estimates from 1926","1936","1936","034","34 years","-","Both sexes","Number","35722"
"PEA11","Population estimates from 1926","1936","1936","034","34 years","1","Male","Number","18150"
"PEA11","Population estimates from 1926","1936","1936","034","34 years","2","Female","Number","17572"
"PEA11","Population estimates from 1926","1936","1936","035","35 years","-","Both sexes","Number","42171"
"PEA11","Population estimates from 1926","1936","1936","035","35 years","1","Male","Number","21693"
"PEA11","Population estimates from 1926","1936","1936","035","35 years","2","Female","Number","20478"
"PEA11","Population estimates from 1926","1936","1936","036","36 years","-","Both sexes","Number","40738"
"PEA11","Population estimates from 1926","1936","1936","036","36 years","1","Male","Number","20350"
"PEA11","Population estimates from 1926","1936","1936","036","36 years","2","Female","Number","20388"
"PEA11","Population estimates from 1926","1936","1936","037","37 years","-","Both sexes","Number","34083"
"PEA11","Population estimates from 1926","1936","1936","037","37 years","1","Male","Number","17272"
"PEA11","Population estimates from 1926","1936","1936","037","37 years","2","Female","Number","16811"
"PEA11","Population estimates from 1926","1936","1936","038","38 years","-","Both sexes","Number","39905"
"PEA11","Population estimates from 1926","1936","1936","038","38 years","1","Male","Number","19740"
"PEA11","Population estimates from 1926","1936","1936","038","38 years","2","Female","Number","20165"
"PEA11","Population estimates from 1926","1936","1936","039","39 years","-","Both sexes","Number","35523"
"PEA11","Population estimates from 1926","1936","1936","039","39 years","1","Male","Number","17728"
"PEA11","Population estimates from 1926","1936","1936","039","39 years","2","Female","Number","17795"
"PEA11","Population estimates from 1926","1936","1936","040","40 years","-","Both sexes","Number","44409"
"PEA11","Population estimates from 1926","1936","1936","040","40 years","1","Male","Number","22490"
"PEA11","Population estimates from 1926","1936","1936","040","40 years","2","Female","Number","21919"
"PEA11","Population estimates from 1926","1936","1936","041","41 years","-","Both sexes","Number","27382"
"PEA11","Population estimates from 1926","1936","1936","041","41 years","1","Male","Number","14699"
"PEA11","Population estimates from 1926","1936","1936","041","41 years","2","Female","Number","12683"
"PEA11","Population estimates from 1926","1936","1936","042","42 years","-","Both sexes","Number","33805"
"PEA11","Population estimates from 1926","1936","1936","042","42 years","1","Male","Number","17221"
"PEA11","Population estimates from 1926","1936","1936","042","42 years","2","Female","Number","16584"
"PEA11","Population estimates from 1926","1936","1936","043","43 years","-","Both sexes","Number","28929"
"PEA11","Population estimates from 1926","1936","1936","043","43 years","1","Male","Number","14738"
"PEA11","Population estimates from 1926","1936","1936","043","43 years","2","Female","Number","14191"
"PEA11","Population estimates from 1926","1936","1936","044","44 years","-","Both sexes","Number","28380"
