"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V03371","Age Group","C02199V02655","Sex","C02542V03077","Inward or Outward Flow","UNIT","VALUE"
"PEA03","Estimated Migration (Persons in April)","1991","1991","215","0 - 14 years","-","Both sexes","04","Emigrants: All destinations","Thousand","4.6"
"PEA03","Estimated Migration (Persons in April)","1991","1991","215","0 - 14 years","-","Both sexes","05","Immigrants: All origins","Thousand","5.2"
"PEA03","Estimated Migration (Persons in April)","1991","1991","215","0 - 14 years","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1991","1991","215","0 - 14 years","1","Male","04","Emigrants: All destinations","Thousand","2.3"
"PEA03","Estimated Migration (Persons in April)","1991","1991","215","0 - 14 years","1","Male","05","Immigrants: All origins","Thousand","2.7"
"PEA03","Estimated Migration (Persons in April)","1991","1991","215","0 - 14 years","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1991","1991","215","0 - 14 years","2","Female","04","Emigrants: All destinations","Thousand","2.3"
"PEA03","Estimated Migration (Persons in April)","1991","1991","215","0 - 14 years","2","Female","05","Immigrants: All origins","Thousand","2.6"
"PEA03","Estimated Migration (Persons in April)","1991","1991","310","15 - 24 years","-","Both sexes","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1991","1991","310","15 - 24 years","-","Both sexes","04","Emigrants: All destinations","Thousand","19.9"
"PEA03","Estimated Migration (Persons in April)","1991","1991","310","15 - 24 years","-","Both sexes","05","Immigrants: All origins","Thousand","9.3"
"PEA03","Estimated Migration (Persons in April)","1991","1991","310","15 - 24 years","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1991","1991","310","15 - 24 years","1","Male","04","Emigrants: All destinations","Thousand","9.5"
"PEA03","Estimated Migration (Persons in April)","1991","1991","310","15 - 24 years","1","Male","05","Immigrants: All origins","Thousand","4.5"
"PEA03","Estimated Migration (Persons in April)","1991","1991","310","15 - 24 years","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1991","1991","310","15 - 24 years","2","Female","04","Emigrants: All destinations","Thousand","10.4"
"PEA03","Estimated Migration (Persons in April)","1991","1991","310","15 - 24 years","2","Female","05","Immigrants: All origins","Thousand","4.8"
"PEA03","Estimated Migration (Persons in April)","1991","1991","420","25 - 44 years","-","Both sexes","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1991","1991","420","25 - 44 years","-","Both sexes","04","Emigrants: All destinations","Thousand","10.5"
"PEA03","Estimated Migration (Persons in April)","1991","1991","420","25 - 44 years","-","Both sexes","05","Immigrants: All origins","Thousand","14.6"
"PEA03","Estimated Migration (Persons in April)","1991","1991","420","25 - 44 years","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1991","1991","420","25 - 44 years","1","Male","04","Emigrants: All destinations","Thousand","5.8"
"PEA03","Estimated Migration (Persons in April)","1991","1991","420","25 - 44 years","1","Male","05","Immigrants: All origins","Thousand","8"
"PEA03","Estimated Migration (Persons in April)","1991","1991","420","25 - 44 years","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1991","1991","420","25 - 44 years","2","Female","04","Emigrants: All destinations","Thousand","4.7"
"PEA03","Estimated Migration (Persons in April)","1991","1991","420","25 - 44 years","2","Female","05","Immigrants: All origins","Thousand","6.5"
"PEA03","Estimated Migration (Persons in April)","1991","1991","505","45 - 64 years","-","Both sexes","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1991","1991","505","45 - 64 years","-","Both sexes","04","Emigrants: All destinations","Thousand","0.4"
"PEA03","Estimated Migration (Persons in April)","1991","1991","505","45 - 64 years","-","Both sexes","05","Immigrants: All origins","Thousand","2.5"
"PEA03","Estimated Migration (Persons in April)","1991","1991","505","45 - 64 years","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1991","1991","505","45 - 64 years","1","Male","04","Emigrants: All destinations","Thousand","0.1"
"PEA03","Estimated Migration (Persons in April)","1991","1991","505","45 - 64 years","1","Male","05","Immigrants: All origins","Thousand","1.4"
"PEA03","Estimated Migration (Persons in April)","1991","1991","505","45 - 64 years","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1991","1991","505","45 - 64 years","2","Female","04","Emigrants: All destinations","Thousand","0.3"
"PEA03","Estimated Migration (Persons in April)","1991","1991","505","45 - 64 years","2","Female","05","Immigrants: All origins","Thousand","1.1"
"PEA03","Estimated Migration (Persons in April)","1991","1991","575","65 years and over","-","Both sexes","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1991","1991","575","65 years and over","-","Both sexes","04","Emigrants: All destinations","Thousand","0"
"PEA03","Estimated Migration (Persons in April)","1991","1991","575","65 years and over","-","Both sexes","05","Immigrants: All origins","Thousand","1.7"
"PEA03","Estimated Migration (Persons in April)","1991","1991","575","65 years and over","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1991","1991","575","65 years and over","1","Male","04","Emigrants: All destinations","Thousand","0"
"PEA03","Estimated Migration (Persons in April)","1991","1991","575","65 years and over","1","Male","05","Immigrants: All origins","Thousand","0.9"
"PEA03","Estimated Migration (Persons in April)","1991","1991","575","65 years and over","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1991","1991","575","65 years and over","2","Female","04","Emigrants: All destinations","Thousand","0"
"PEA03","Estimated Migration (Persons in April)","1991","1991","575","65 years and over","2","Female","05","Immigrants: All origins","Thousand","0.8"
"PEA03","Estimated Migration (Persons in April)","1992","1992","-","All ages","-","Both sexes","01","Net migration","Thousand","7.4"
"PEA03","Estimated Migration (Persons in April)","1992","1992","-","All ages","-","Both sexes","04","Emigrants: All destinations","Thousand","33.4"
"PEA03","Estimated Migration (Persons in April)","1992","1992","-","All ages","-","Both sexes","05","Immigrants: All origins","Thousand","40.7"
"PEA03","Estimated Migration (Persons in April)","1992","1992","-","All ages","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","-","All ages","1","Male","04","Emigrants: All destinations","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","-","All ages","1","Male","05","Immigrants: All origins","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","-","All ages","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","-","All ages","2","Female","04","Emigrants: All destinations","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","-","All ages","2","Female","05","Immigrants: All origins","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","215","0 - 14 years","-","Both sexes","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","215","0 - 14 years","-","Both sexes","04","Emigrants: All destinations","Thousand","0.7"
"PEA03","Estimated Migration (Persons in April)","1992","1992","215","0 - 14 years","-","Both sexes","05","Immigrants: All origins","Thousand","6.2"
"PEA03","Estimated Migration (Persons in April)","1992","1992","215","0 - 14 years","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","215","0 - 14 years","1","Male","04","Emigrants: All destinations","Thousand","0.3"
"PEA03","Estimated Migration (Persons in April)","1992","1992","215","0 - 14 years","1","Male","05","Immigrants: All origins","Thousand","3.4"
"PEA03","Estimated Migration (Persons in April)","1992","1992","215","0 - 14 years","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","215","0 - 14 years","2","Female","04","Emigrants: All destinations","Thousand","0.4"
"PEA03","Estimated Migration (Persons in April)","1992","1992","215","0 - 14 years","2","Female","05","Immigrants: All origins","Thousand","2.8"
"PEA03","Estimated Migration (Persons in April)","1992","1992","310","15 - 24 years","-","Both sexes","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","310","15 - 24 years","-","Both sexes","04","Emigrants: All destinations","Thousand","22.5"
"PEA03","Estimated Migration (Persons in April)","1992","1992","310","15 - 24 years","-","Both sexes","05","Immigrants: All origins","Thousand","12.5"
"PEA03","Estimated Migration (Persons in April)","1992","1992","310","15 - 24 years","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","310","15 - 24 years","1","Male","04","Emigrants: All destinations","Thousand","10.8"
"PEA03","Estimated Migration (Persons in April)","1992","1992","310","15 - 24 years","1","Male","05","Immigrants: All origins","Thousand","6"
"PEA03","Estimated Migration (Persons in April)","1992","1992","310","15 - 24 years","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","310","15 - 24 years","2","Female","04","Emigrants: All destinations","Thousand","11.7"
"PEA03","Estimated Migration (Persons in April)","1992","1992","310","15 - 24 years","2","Female","05","Immigrants: All origins","Thousand","6.5"
"PEA03","Estimated Migration (Persons in April)","1992","1992","420","25 - 44 years","-","Both sexes","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","420","25 - 44 years","-","Both sexes","04","Emigrants: All destinations","Thousand","8.8"
"PEA03","Estimated Migration (Persons in April)","1992","1992","420","25 - 44 years","-","Both sexes","05","Immigrants: All origins","Thousand","16.5"
"PEA03","Estimated Migration (Persons in April)","1992","1992","420","25 - 44 years","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","420","25 - 44 years","1","Male","04","Emigrants: All destinations","Thousand","5.8"
"PEA03","Estimated Migration (Persons in April)","1992","1992","420","25 - 44 years","1","Male","05","Immigrants: All origins","Thousand","9.3"
"PEA03","Estimated Migration (Persons in April)","1992","1992","420","25 - 44 years","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","420","25 - 44 years","2","Female","04","Emigrants: All destinations","Thousand","3"
"PEA03","Estimated Migration (Persons in April)","1992","1992","420","25 - 44 years","2","Female","05","Immigrants: All origins","Thousand","7.2"
"PEA03","Estimated Migration (Persons in April)","1992","1992","505","45 - 64 years","-","Both sexes","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","505","45 - 64 years","-","Both sexes","04","Emigrants: All destinations","Thousand","1.2"
"PEA03","Estimated Migration (Persons in April)","1992","1992","505","45 - 64 years","-","Both sexes","05","Immigrants: All origins","Thousand","4.1"
"PEA03","Estimated Migration (Persons in April)","1992","1992","505","45 - 64 years","1","Male","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","505","45 - 64 years","1","Male","04","Emigrants: All destinations","Thousand","0.5"
"PEA03","Estimated Migration (Persons in April)","1992","1992","505","45 - 64 years","1","Male","05","Immigrants: All origins","Thousand","2.4"
"PEA03","Estimated Migration (Persons in April)","1992","1992","505","45 - 64 years","2","Female","01","Net migration","Thousand",""
"PEA03","Estimated Migration (Persons in April)","1992","1992","505","45 - 64 years","2","Female","04","Emigrants: All destinations","Thousand","0.7"
"PEA03","Estimated Migration (Persons in April)","1992","1992","505","45 - 64 years","2","Female","05","Immigrants: All origins","Thousand","1.7"
