"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V02508","Age Group","C02199V02655","Sex","UNIT","VALUE"
"PEA01","Population Estimates (Persons in April)","1953","1953","320","15 years and over","2","Female","Thousand","1027.7"
"PEA01","Population Estimates (Persons in April)","1953","1953","365","20 - 24 years","-","Both sexes","Thousand","193.7"
"PEA01","Population Estimates (Persons in April)","1953","1953","365","20 - 24 years","1","Male","Thousand","100.4"
"PEA01","Population Estimates (Persons in April)","1953","1953","365","20 - 24 years","2","Female","Thousand","93.3"
"PEA01","Population Estimates (Persons in April)","1953","1953","410","25 - 29 years","-","Both sexes","Thousand","187.7"
"PEA01","Population Estimates (Persons in April)","1953","1953","410","25 - 29 years","1","Male","Thousand","93.8"
"PEA01","Population Estimates (Persons in April)","1953","1953","410","25 - 29 years","2","Female","Thousand","93.9"
"PEA01","Population Estimates (Persons in April)","1953","1953","420","25 - 44 years","-","Both sexes","Thousand","750.6"
"PEA01","Population Estimates (Persons in April)","1953","1953","420","25 - 44 years","1","Male","Thousand","378.8"
"PEA01","Population Estimates (Persons in April)","1953","1953","420","25 - 44 years","2","Female","Thousand","371.8"
"PEA01","Population Estimates (Persons in April)","1953","1953","440","30 - 34 years","-","Both sexes","Thousand","185.8"
"PEA01","Population Estimates (Persons in April)","1953","1953","440","30 - 34 years","1","Male","Thousand","92.9"
"PEA01","Population Estimates (Persons in April)","1953","1953","440","30 - 34 years","2","Female","Thousand","92.9"
"PEA01","Population Estimates (Persons in April)","1953","1953","460","35 - 39 years","-","Both sexes","Thousand","194.1"
"PEA01","Population Estimates (Persons in April)","1953","1953","460","35 - 39 years","1","Male","Thousand","97.5"
"PEA01","Population Estimates (Persons in April)","1953","1953","460","35 - 39 years","2","Female","Thousand","96.6"
"PEA01","Population Estimates (Persons in April)","1953","1953","475","40 - 44 years","-","Both sexes","Thousand","183"
"PEA01","Population Estimates (Persons in April)","1953","1953","475","40 - 44 years","1","Male","Thousand","94.6"
"PEA01","Population Estimates (Persons in April)","1953","1953","475","40 - 44 years","2","Female","Thousand","88.4"
"PEA01","Population Estimates (Persons in April)","1953","1953","495","45 - 49 years","-","Both sexes","Thousand","166.4"
"PEA01","Population Estimates (Persons in April)","1953","1953","495","45 - 49 years","1","Male","Thousand","85.5"
"PEA01","Population Estimates (Persons in April)","1953","1953","495","45 - 49 years","2","Female","Thousand","80.9"
"PEA01","Population Estimates (Persons in April)","1953","1953","505","45 - 64 years","-","Both sexes","Thousand","583"
"PEA01","Population Estimates (Persons in April)","1953","1953","505","45 - 64 years","1","Male","Thousand","296.4"
"PEA01","Population Estimates (Persons in April)","1953","1953","505","45 - 64 years","2","Female","Thousand","286.6"
"PEA01","Population Estimates (Persons in April)","1953","1953","515","50 - 54 years","-","Both sexes","Thousand","157.3"
"PEA01","Population Estimates (Persons in April)","1953","1953","515","50 - 54 years","1","Male","Thousand","80.5"
"PEA01","Population Estimates (Persons in April)","1953","1953","515","50 - 54 years","2","Female","Thousand","76.8"
"PEA01","Population Estimates (Persons in April)","1953","1953","530","55 - 59 years","-","Both sexes","Thousand","138.8"
"PEA01","Population Estimates (Persons in April)","1953","1953","530","55 - 59 years","1","Male","Thousand","70.2"
"PEA01","Population Estimates (Persons in April)","1953","1953","530","55 - 59 years","2","Female","Thousand","68.6"
"PEA01","Population Estimates (Persons in April)","1953","1953","550","60 - 64 years","-","Both sexes","Thousand","120.5"
"PEA01","Population Estimates (Persons in April)","1953","1953","550","60 - 64 years","1","Male","Thousand","60.2"
"PEA01","Population Estimates (Persons in April)","1953","1953","550","60 - 64 years","2","Female","Thousand","60.3"
"PEA01","Population Estimates (Persons in April)","1953","1953","565","65 - 69 years","-","Both sexes","Thousand","108.6"
"PEA01","Population Estimates (Persons in April)","1953","1953","565","65 - 69 years","1","Male","Thousand","54.9"
"PEA01","Population Estimates (Persons in April)","1953","1953","565","65 - 69 years","2","Female","Thousand","53.7"
"PEA01","Population Estimates (Persons in April)","1953","1953","575","65 years and over","-","Both sexes","Thousand","317.8"
"PEA01","Population Estimates (Persons in April)","1953","1953","575","65 years and over","1","Male","Thousand","155.9"
"PEA01","Population Estimates (Persons in April)","1953","1953","575","65 years and over","2","Female","Thousand","161.9"
"PEA01","Population Estimates (Persons in April)","1953","1953","580","70 - 74 years","-","Both sexes","Thousand","97.7"
"PEA01","Population Estimates (Persons in April)","1953","1953","580","70 - 74 years","1","Male","Thousand","47.8"
"PEA01","Population Estimates (Persons in April)","1953","1953","580","70 - 74 years","2","Female","Thousand","49.9"
"PEA01","Population Estimates (Persons in April)","1953","1953","595","75 - 79 years","-","Both sexes","Thousand","65.4"
"PEA01","Population Estimates (Persons in April)","1953","1953","595","75 - 79 years","1","Male","Thousand","32.1"
"PEA01","Population Estimates (Persons in April)","1953","1953","595","75 - 79 years","2","Female","Thousand","33.3"
"PEA01","Population Estimates (Persons in April)","1953","1953","610","80 - 84 years","-","Both sexes","Thousand","31.6"
"PEA01","Population Estimates (Persons in April)","1953","1953","610","80 - 84 years","1","Male","Thousand","14.9"
"PEA01","Population Estimates (Persons in April)","1953","1953","610","80 - 84 years","2","Female","Thousand","16.7"
"PEA01","Population Estimates (Persons in April)","1953","1953","630","85 years and over","-","Both sexes","Thousand","14.5"
"PEA01","Population Estimates (Persons in April)","1953","1953","630","85 years and over","1","Male","Thousand","6.2"
"PEA01","Population Estimates (Persons in April)","1953","1953","630","85 years and over","2","Female","Thousand","8.3"
"PEA01","Population Estimates (Persons in April)","1953","1953","-","All ages","-","Both sexes","Thousand","2949"
"PEA01","Population Estimates (Persons in April)","1953","1953","-","All ages","1","Male","Thousand","1497.9"
"PEA01","Population Estimates (Persons in April)","1953","1953","-","All ages","2","Female","Thousand","1451.1"
"PEA01","Population Estimates (Persons in April)","1954","1954","200","Under 1 year","-","Both sexes","Thousand","60.1"
"PEA01","Population Estimates (Persons in April)","1954","1954","200","Under 1 year","1","Male","Thousand","30.6"
"PEA01","Population Estimates (Persons in April)","1954","1954","200","Under 1 year","2","Female","Thousand","29.5"
"PEA01","Population Estimates (Persons in April)","1954","1954","205","0 - 4 years","-","Both sexes","Thousand",""
"PEA01","Population Estimates (Persons in April)","1954","1954","205","0 - 4 years","1","Male","Thousand",""
"PEA01","Population Estimates (Persons in April)","1954","1954","205","0 - 4 years","2","Female","Thousand",""
"PEA01","Population Estimates (Persons in April)","1954","1954","215","0 - 14 years","-","Both sexes","Thousand","870"
"PEA01","Population Estimates (Persons in April)","1954","1954","215","0 - 14 years","1","Male","Thousand","444.4"
"PEA01","Population Estimates (Persons in April)","1954","1954","215","0 - 14 years","2","Female","Thousand","425.6"
"PEA01","Population Estimates (Persons in April)","1954","1954","225","1 - 4 years","-","Both sexes","Thousand","245.8"
"PEA01","Population Estimates (Persons in April)","1954","1954","225","1 - 4 years","1","Male","Thousand","125.6"
"PEA01","Population Estimates (Persons in April)","1954","1954","225","1 - 4 years","2","Female","Thousand","120.2"
"PEA01","Population Estimates (Persons in April)","1954","1954","245","5 - 9 years","-","Both sexes","Thousand","292"
"PEA01","Population Estimates (Persons in April)","1954","1954","245","5 - 9 years","1","Male","Thousand","149.7"
"PEA01","Population Estimates (Persons in April)","1954","1954","245","5 - 9 years","2","Female","Thousand","142.3"
"PEA01","Population Estimates (Persons in April)","1954","1954","265","10 - 14 years","-","Both sexes","Thousand","272.1"
"PEA01","Population Estimates (Persons in April)","1954","1954","265","10 - 14 years","1","Male","Thousand","138.5"
"PEA01","Population Estimates (Persons in April)","1954","1954","265","10 - 14 years","2","Female","Thousand","133.6"
"PEA01","Population Estimates (Persons in April)","1954","1954","300","15 - 19 years","-","Both sexes","Thousand","237.1"
"PEA01","Population Estimates (Persons in April)","1954","1954","300","15 - 19 years","1","Male","Thousand","123.8"
"PEA01","Population Estimates (Persons in April)","1954","1954","300","15 - 19 years","2","Female","Thousand","113.3"
"PEA01","Population Estimates (Persons in April)","1954","1954","310","15 - 24 years","-","Both sexes","Thousand","426.5"
"PEA01","Population Estimates (Persons in April)","1954","1954","310","15 - 24 years","1","Male","Thousand","221.7"
"PEA01","Population Estimates (Persons in April)","1954","1954","310","15 - 24 years","2","Female","Thousand","204.8"
"PEA01","Population Estimates (Persons in April)","1954","1954","320","15 years and over","-","Both sexes","Thousand","2071.2"
"PEA01","Population Estimates (Persons in April)","1954","1954","320","15 years and over","1","Male","Thousand","1048.6"
"PEA01","Population Estimates (Persons in April)","1954","1954","320","15 years and over","2","Female","Thousand","1022.6"
"PEA01","Population Estimates (Persons in April)","1954","1954","365","20 - 24 years","-","Both sexes","Thousand","189.4"
"PEA01","Population Estimates (Persons in April)","1954","1954","365","20 - 24 years","1","Male","Thousand","97.9"
"PEA01","Population Estimates (Persons in April)","1954","1954","365","20 - 24 years","2","Female","Thousand","91.5"
"PEA01","Population Estimates (Persons in April)","1954","1954","410","25 - 29 years","-","Both sexes","Thousand","182.2"
"PEA01","Population Estimates (Persons in April)","1954","1954","410","25 - 29 years","1","Male","Thousand","90.9"
"PEA01","Population Estimates (Persons in April)","1954","1954","410","25 - 29 years","2","Female","Thousand","91.3"
"PEA01","Population Estimates (Persons in April)","1954","1954","420","25 - 44 years","-","Both sexes","Thousand","739.7"
"PEA01","Population Estimates (Persons in April)","1954","1954","420","25 - 44 years","1","Male","Thousand","371.9"
"PEA01","Population Estimates (Persons in April)","1954","1954","420","25 - 44 years","2","Female","Thousand","367.8"
"PEA01","Population Estimates (Persons in April)","1954","1954","440","30 - 34 years","-","Both sexes","Thousand","182.8"
"PEA01","Population Estimates (Persons in April)","1954","1954","440","30 - 34 years","1","Male","Thousand","91.1"
"PEA01","Population Estimates (Persons in April)","1954","1954","440","30 - 34 years","2","Female","Thousand","91.7"
"PEA01","Population Estimates (Persons in April)","1954","1954","460","35 - 39 years","-","Both sexes","Thousand","190.6"
"PEA01","Population Estimates (Persons in April)","1954","1954","460","35 - 39 years","1","Male","Thousand","95.1"
"PEA01","Population Estimates (Persons in April)","1954","1954","460","35 - 39 years","2","Female","Thousand","95.5"
"PEA01","Population Estimates (Persons in April)","1954","1954","475","40 - 44 years","-","Both sexes","Thousand","184.1"
"PEA01","Population Estimates (Persons in April)","1954","1954","475","40 - 44 years","1","Male","Thousand","94.8"
"PEA01","Population Estimates (Persons in April)","1954","1954","475","40 - 44 years","2","Female","Thousand","89.3"
"PEA01","Population Estimates (Persons in April)","1954","1954","495","45 - 49 years","-","Both sexes","Thousand","169"
"PEA01","Population Estimates (Persons in April)","1954","1954","495","45 - 49 years","1","Male","Thousand","87"
"PEA01","Population Estimates (Persons in April)","1954","1954","495","45 - 49 years","2","Female","Thousand","82"
"PEA01","Population Estimates (Persons in April)","1954","1954","505","45 - 64 years","-","Both sexes","Thousand","586.7"
"PEA01","Population Estimates (Persons in April)","1954","1954","505","45 - 64 years","1","Male","Thousand","298.7"
"PEA01","Population Estimates (Persons in April)","1954","1954","505","45 - 64 years","2","Female","Thousand","288"
"PEA01","Population Estimates (Persons in April)","1954","1954","515","50 - 54 years","-","Both sexes","Thousand","154.4"
"PEA01","Population Estimates (Persons in April)","1954","1954","515","50 - 54 years","1","Male","Thousand","79.3"
"PEA01","Population Estimates (Persons in April)","1954","1954","515","50 - 54 years","2","Female","Thousand","75.1"
"PEA01","Population Estimates (Persons in April)","1954","1954","530","55 - 59 years","-","Both sexes","Thousand","143.6"
"PEA01","Population Estimates (Persons in April)","1954","1954","530","55 - 59 years","1","Male","Thousand","72.7"
"PEA01","Population Estimates (Persons in April)","1954","1954","530","55 - 59 years","2","Female","Thousand","70.9"
