COUNTRY,Country,INDICATOR,Indicator,YEAR,Year,Value,Flag Codes,Flags
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2016,2016,40.16404956,,
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2017,2017,33.45314889,,
BLR,Belarus,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2002,2002,146.1846823,,
BLR,Belarus,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2003,2003,148.9772781,,
BLR,Belarus,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2004,2004,156.5950809,,
BLR,Belarus,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2005,2005,174.6559236,,
BLR,Belarus,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2006,2006,172.8675833,,
BLR,Belarus,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2007,2007,173.4566627,,
BLR,Belarus,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2008,2008,175.8173423,,
BLR,Belarus,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2009,2009,158.9841448,,
BLR,Belarus,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2010,2010,189.9209349,,
BLR,Belarus,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2011,2011,181.9449328,,
BLR,Belarus,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2012,2012,226.7219416,,
BLR,Belarus,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2013,2013,235.0127515,,
BLR,Belarus,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2014,2014,230.7620827,,
BLR,Belarus,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2015,2015,219.2992636,,
BLR,Belarus,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2016,2016,202.4178143,,
BLR,Belarus,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2017,2017,193.5443629,,
BLR,Belarus,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2004,2004,0.017669743,,
BLR,Belarus,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2005,2005,0.013293273,,
BLR,Belarus,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2006,2006,0.011299659,,
BLR,Belarus,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2007,2007,0.011163504,,
BLR,Belarus,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2008,2008,0.00973733,,
BLR,Belarus,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2009,2009,0.013170259,,
BLR,Belarus,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2010,2010,0.013641797,,
BLR,Belarus,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2011,2011,0.015341744,,
BLR,Belarus,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2012,2012,0.016403489,,
BLR,Belarus,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2013,2013,0.015622223,,
BLR,Belarus,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2014,2014,0.017038251,,
BLR,Belarus,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2015,2015,0.028436896,,
BLR,Belarus,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2016,2016,0.043772813,,
BLR,Belarus,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2004,2004,42.02465205,,
BLR,Belarus,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2005,2005,41.5557256,,
BLR,Belarus,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2006,2006,43.48352991,,
BLR,Belarus,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2007,2007,52.86460461,,
BLR,Belarus,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2008,2008,62.08699951,,
BLR,Belarus,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2009,2009,70.49367658,,
BLR,Belarus,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2010,2010,82.32386136,,
BLR,Belarus,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2011,2011,100.145609,,
BLR,Belarus,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2012,2012,114.057024,,
BLR,Belarus,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2013,2013,124.9477535,,
BLR,Belarus,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2014,2014,142.1209576,,
BLR,Belarus,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2015,2015,169.684928,,
BLR,Belarus,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2016,2016,220.6051738,,
BEL,Belgium,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2000,2000,2.936056322,,
BEL,Belgium,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2001,2001,3.198413266,,
BEL,Belgium,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2002,2002,3.103683833,,
BEL,Belgium,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2003,2003,2.481852756,,
BEL,Belgium,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2004,2004,1.928414486,,
BEL,Belgium,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2005,2005,1.8193859,,
BEL,Belgium,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2006,2006,1.452665535,,
BEL,Belgium,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2007,2007,1.239315229,,
BEL,Belgium,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2008,2008,1.025150214,,
BEL,Belgium,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2009,2009,1.380664751,,
BEL,Belgium,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2000,2000,67.81963175,,
BEL,Belgium,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2001,2001,73.61170925,,
BEL,Belgium,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2002,2002,77.61131196,,
BEL,Belgium,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2003,2003,76.08171561,,
BEL,Belgium,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2004,2004,68.32258323,,
BEL,Belgium,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2005,2005,66.97105162,,
BEL,Belgium,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2006,2006,56.22557466,,
BEL,Belgium,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2007,2007,54.92541668,,
BEL,Belgium,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2008,2008,49.51823875,,
BEL,Belgium,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2009,2009,61.79895638,,
BEL,Belgium,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2004,2004,0.031584581,,
BEL,Belgium,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2005,2005,0.02931585,,
BEL,Belgium,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2006,2006,0.028819504,,
BEL,Belgium,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2007,2007,0.026883103,,
BEL,Belgium,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2008,2008,0.028446082,,
BEL,Belgium,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2009,2009,0.029252323,,
BEL,Belgium,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2010,2010,0.031736135,,
BEL,Belgium,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2011,2011,0.030790842,,
BEL,Belgium,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2012,2012,0.03315237,,
BEL,Belgium,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2013,2013,0.031975369,,
BEL,Belgium,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2014,2014,0.033749628,,
BEL,Belgium,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2015,2015,0.041418593,,
BEL,Belgium,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2016,2016,0.041425425,,
BEL,Belgium,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2004,2004,1119.023001,,
BEL,Belgium,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2005,2005,1079.107672,,
BEL,Belgium,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2006,2006,1115.461969,,
BEL,Belgium,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2007,2007,1191.436705,,
BEL,Belgium,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2008,2008,1374.0424,,
BEL,Belgium,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2009,2009,1309.342487,,
BEL,Belgium,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2010,2010,1402.25941,,
BEL,Belgium,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2011,2011,1459.811253,,
BEL,Belgium,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2012,2012,1480.934969,,
BEL,Belgium,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2013,2013,1495.102742,,
BEL,Belgium,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2014,2014,1612.019637,,
BEL,Belgium,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2015,2015,1698.505951,,
BEL,Belgium,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2016,2016,1740.390747,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2003,2003,22.66306822,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2006,2006,13.68582656,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2007,2007,12.07897683,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2008,2008,11.74071753,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2009,2009,12.63425008,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2010,2010,13.01763063,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2011,2011,12.53153854,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2012,2012,13.58609061,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2013,2013,12.94689732,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2014,2014,12.72872576,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2015,2015,13.72391899,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2016,2016,12.96675576,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2017,2017,12.28169689,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2018,2018,10.76392203,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2019,2019,5.285363299,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2020,2020,5.352409548,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2021,2021,4.577589275,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2022,2022,4.375210197,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2003,2003,46.03780765,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2006,2006,43.38646347,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2007,2007,47.55411595,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2008,2008,56.90481697,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2009,2009,57.3886919,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2010,2010,58.66959776,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2011,2011,62.41841747,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2012,2012,63.69629221,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2013,2013,65.06127474,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2014,2014,66.15079858,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2015,2015,63.87948441,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2016,2016,63.76095738,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2017,2017,65.42942832,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2018,2018,64.84715727,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2019,2019,32.21282639,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2020,2020,32.6234847,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2021,2021,33.09687757,,
BIH,Bosnia-Herzegovina,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2022,2022,33.18761006,,
BIH,Bosnia-Herzegovina,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2004,2004,0.025431886,,
BIH,Bosnia-Herzegovina,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2005,2005,0.026992293,,
BIH,Bosnia-Herzegovina,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2006,2006,0.028135362,,
BIH,Bosnia-Herzegovina,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2007,2007,0.025449946,,
BIH,Bosnia-Herzegovina,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2008,2008,0.021734909,,
